id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,is_duplicate_title
14469,tt0115781,0.410235,0,0,Bullet,Mickey Rourke|Frank Senger|Adrien Brody|John Enos III|Tupac Shakur,http://www.imdb.com/title/tt0115781/,Julien Temple,,,"A tough, Jewish ex-con just released from prison crosses a powerful drug dealer and former prison rival in his return to a life of crime.",100,Action|Drama|Thriller,Village Roadshow Pictures|Clipsal Films,3/1/96,10,7.0,1996,0.0,0.0,True
10549,tt0116477,0.383469,0,0,Hamlet,Kenneth Branagh|Derek Jacobi|Julie Christie|Richard Briers|Kate Winslet,,Kenneth Branagh,,mother|denmark|loss of father|prince|shakespeare adaptation,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",242,Drama,Castle Rock Entertainment|Turner Pictures (I),12/25/96,51,6.7,1996,0.0,0.0,True
9826,tt0117331,0.347219,45000000,17300889,The Phantom,Billy Zane|Kristy Swanson|Treat Williams|Catherine Zeta-Jones|James Remar,,Simon Wincer,Slam Evil!,secret identity|gold|gangster boss|phantom|silver,The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.,100,Adventure|Action,Paramount Pictures|Village Roadshow Pictures|The Ladd Company,6/6/96,69,4.9,1996,62559753.2532114,24051985.4866933,True
13997,tt0115697,0.32448899999999997,0,32,Black Sheep,Chris Farley|David Spade|Grant Heslov|Tim Matheson|Gary Busey,,Penelope Spheeris,There's one in every family.,nitrous oxide|candid camera|double act|political satire|crooked politician,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",87,Comedy,Paramount Pictures,2/1/96,50,6.3,1996,0.0,44.48693564672811,True
26787,tt0115195,0.2941,28000000,0,Gulliver's Travels,Ned Beatty|Mary Steenburgen|Ted Danson|James Fox|Jonny Coyne,,Charles Sturridge,The Classic MiniSeries based on Jonathan Swift's Timeless Adventure,horse|fairy tale|giant,"Gulliver washes ashore on Lilliput and attempts to prevent war between that tiny kingdom and its equally-miniscule rival, Blefiscu, as well as smooth the way for the romance between the Princess and Prince of the opposing lands. In this he is alternately aided and hampered by the Lilliputian town crier and general fussbudget, Gabby.",186,Adventure|Family|Fantasy,Jim Henson Productions|Hallmark Entertainment|Channel 4 Television,2/4/96,15,6.7,1996,38926068.6908871,0.0,True
9306,tt0116654,0.240968,40000000,49627779,The Island of Dr. Moreau,Marlon Brando|Val Kilmer|David Thewlis|Fairuza Balk|Daniel Rigney,,Richard Stanley|John Frankenheimer,The gates of hell are unlocked.,monster|experiment|island|mutation|genetics,A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA with horrific results.,96,Fantasy|Horror|Science Fiction,New Line Cinema,8/23/96,68,4.6,1996,55608669.55841011,68993369.08322011,True
2699,tt0115392,0.21936399999999998,13000000,0,Titanic,Peter Gallagher|George C. Scott|Catherine Zeta-Jones|Eva Marie Saint|Tim Curry,,Robert Lieberman,,shipwreck|ship|titanic|ocean liner|disaster,"A story of the romances of two couples upon the doomed ship. Isabella Paradine (Catherine Zeta Jones) is a wealthy woman mourning the loss of her aunt, who reignites a romance with old flame, Wynn Park (Peter Gallagher). Meanwhile, a charming ne'er do well named Jamie Perse (Mike Doyle) steals a ticket for the ship, and falls for a sweet innocent Irish girl on board. But their romance is threatened by the villainous Simon Doonan (Tim Curry), who has discovered about the ticket and makes Jamie his unwilling accomplice, as well as having sinister plans for the girl.",173,Action|Drama|Romance,American Zoetrope,11/17/96,21,6.1,1996,18072817.6064833,0.0,True
12254,tt0118308,0.1616,0,0,Emma,Kate Beckinsale|Bernard Hepton|Mark Strong|Samantha Bond|Samantha Morton,,Diarmuid Lawrence,,marriage proposal|make a match,"Emma Woodhouse has a rigid sense of propriety as regards matrimonial alliances. Unfortunately she insists on matchmaking for her less forceful friend, Harriet, and so causes her to come to grief. Through the sharp words of Mr. Knightley, and the example of the opinionated Mrs. Elton, someone not unlike herself, Emma's attitudes begin to soften.",107,TV Movie|Comedy|Drama|Romance,Meridian Broadcasting Ltd,8/1/96,15,6.6,1996,0.0,0.0,True
19963,tt0115658,0.028541000000000004,0,0,Bernie,Claude Perron|Roland Blanche|Albert Dupontel|Roland Bertin|HÃ©lÃ¨ne Vincent,http://www.albertdupontel.com/bernie/bernie.html,Albert Dupontel,,,"Bernie, a 30 years old orphan, decides to leave his orphanage and find his parents. After an investigation, he meets Marion, a young heroin addict and falls in love with her. He believes that his family was victim of a plot and this is why they deserted him.",87,Comedy,Canal+|RÃ©zo Films|Contre Prod|Kasso Inc. Productions|Ulysse Films,11/27/96,27,7.3,1996,0.0,0.0,True
98,tt0172495,4.271452,103000000,457640427,Gladiator,Russell Crowe|Joaquin Phoenix|Connie Nielsen|Oliver Reed|Richard Harris,,Ridley Scott,A Hero Will Rise.,rome|gladiator|roman empire|slavery|battlefield,"General Maximus' success in battle earns the favour of the Roman Empire's elderly Emperor at the expense of the Emperor's son. In a fit of jealous rage the son slays his father before turning his anger towards Maximus. Now reduced to a slave, and his family dead, Maximus must fight as a gladiator to gain his freedom â€“ and his revenge.",155,Action|Drama|Adventure,DreamWorks SKG|Universal Pictures|Scott Free Productions|Red Wagon Entertainment|Mill Film,5/1/00,3531,7.7,2000,130428087.77734299,579506463.914726,True
2046,tt0219699,0.9689409999999999,10000000,12008642,The Gift,Cate Blanchett|Giovanni Ribisi|Keanu Reeves|Katie Holmes|Greg Kinnear,,Sam Raimi,The only witness to the crime was not even there.,fortune teller|dream|pond|extrasensory perception,"When a local woman disappears and the police can't seem to find any leads, her father turns to a poor young woman with psychic powers. Slowly she starts having visions of the woman chained and in a pond. Her visions lead to the body and the arrest of an abusive husband, but did he really do it?",111,Horror|Drama|Thriller|Mystery,Lakeshore Entertainment|Alphaville Films,12/22/00,128,6.2,2000,12662921.1434313,15206448.6685698,True
10688,tt0171359,0.277798,2000000,1568749,Hamlet,Ethan Hawke|Kyle MacLachlan|Diane Venora|Sam Shepard|Julia Stiles,,Michael Almereyda,"Passion, Betrayal, Revenge, A hostile takeover is underway.",shakespeare|loss of lover|loss of father|father murder|father,Modern day adaptation of Shakespeare's immortal story about Hamlet's plight to avenge his father's murder in New York City.,112,Drama,Miramax Films|double A Films,5/12/00,18,5.0,2000,2532584.22868627,1986494.48808368,True
14805,tt0211938,0.191104,35000000,0,Bait,Jamie Foxx|David Morse|Robert Pastorelli|David Paymer|Mike Epps,,Antoine Fuqua,Alvin Sanders is going to help the Feds catch a killer. He just doesn't know it yet.,ex-con,"Landing in jail for a petty theft crime, Alvin finds himself sharing a cell with John Jaster, the incarcerated half of the pair of high-tech thieves responsible for the missing gold. His partner, Bristol, is still at large. Alvin wants only to get out of prison and start fresh with his girlfriend, Lisa, and when the Feds, led by U.S. Treasury investigator Clenteen, set him loose on a sketchy deal, he thinks his luck has changed. Alvin has his freedom and the Feds have found their bait.",119,Action|Thriller|Crime,Castle Rock Entertainment|Warner Bros.,9/14/00,26,6.2,2000,44320224.002009794,0.0,True
37302,tt0190524,0.11140499999999999,0,0,Left Behind,Kirk Cameron|Brad Johnson|Janaya Stephens|Gordon Currie|Clarence Gilyard Jr.,,Vic Sarin,The Future Is Clear.,the rapture|christian film,"Rayford Steele is an airline pilot whose relationship with his wife has gone sour;he ponders having an affair with an attractive flight attendant, Hattie Durham. In the midst of a flight to London, a number of their passengers mysteriously disappear, and chaos takes hold as a number of vehicles on the ground and in the air are suddenly unmanned. Meanwhile, Buck Williams, a television journalist, is pondering the rash of sudden disappearances as he works on a report about Dr. Chaim Rosenzweig, an Israeli scientist who has devised a formula that would make any soil on earth easy to cultivate. However, Buck wonders if there's more to Rosenzweig than he first imagined when he discovers the doctor is in cahoots with two multi-millionaires who plan to broker the invention to promote their own agenda of international domination.",96,Drama|Fantasy|Science Fiction|Thriller,Cloud Ten Pictures,10/30/00,25,4.4,2000,0.0,0.0,True
1091,tt0084787,2.355353,10000000,13782838,The Thing,Kurt Russell|Keith David|Wilford Brimley|Donald Moffat|Richard Dysart,http://www.theofficialjohncarpenter.com/the-thing/,John Carpenter,Man is The Warmest Place to Hide.,ice|space marine|paranoia|snow storm|norwegian,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.,109,Horror|Science Fiction|Mystery|Thriller,Universal Pictures|Turman-Foster Company,6/25/82,797,7.5,1982,22596424.025512196,31144285.1722943,True
609,tt0084516,1.193916,10700000,122200000,Poltergeist,JoBeth Williams|Craig T. Nelson|Beatrice Straight|Heather O'Rourke|Dominique Dunne,,Tobe Hooper,They're here.,father-son relationship|wife husband relationship|cemetery|hero|lie,"Craig T. Nelson stars as Steve Freeling, the main protagonist, who lives with his wife, Diane, and their three children, Dana, Robbie, and Carol Anne, in Southern California where he sells houses for the company that built the neighborhood. It starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. However, a tree comes alive and takes Robbie through his bedroom window, and Carol Anne is abducted by ghosts. Realizing that something evil haunts his home, Steve calls in a team of parapsychologists led by Dr. Lesh to investigate, hoping to get Carol Anne back, so he can remove his family from the house before it's too late.",114,Horror,SLM Production Group|Metro-Goldwyn-Mayer (MGM),6/4/82,425,6.8,1982,24178173.7072981,276128301.59175897,True
9387,tt0082198,1.176922,20000000,68851475,Conan the Barbarian,Arnold Schwarzenegger|James Earl Jones|Max von Sydow|Sandahl Bergman|Cassandra Gava,,John Milius,Thief. Warrior. Gladiator. King.,gladiator|repayment|despot|barbarian|sword and sorcerery,"John Milius's jingoistic direction and pulpy screenplay fit perfectly into this film version of the Robert E. Howard fantasy story of the sword and sorcery hero, Conan the Barbarian. The story begins when a horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom (James Earl Jones), the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria (Sandahl Bergman) and Subotai (Gerry Lopez). The group comes upon King Osric (Max Von Sydow), who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",129,Adventure|Fantasy|Action,Universal Pictures|Dino De Laurentiis Company,4/2/82,356,6.5,1982,45192848.0510245,155579712.388195,True
15739,tt0083564,0.42174799999999996,50000000,57059003,Annie,Aileen Quinn|Albert Finney|Carol Burnett|Ann Reinking|Tim Curry,,John Huston,The movie of 'Tomorrow',santa claus|musical|character name in title|microphone|whistle,"An orphan in a facility run by the mean Miss Hannigan (Carol Burnett), Annie (Aileen Quinn) believes that her parents left her there by mistake. When a rich man named Oliver ""Daddy"" Warbucks (Albert Finney) decides to let an orphan live at his home to promote his image, Annie is selected. While Annie gets accustomed to living in Warbucks' mansion, she still longs to meet her parents. So Warbucks announces a search for them and a reward, which brings out many frauds.",127,Comedy|Drama|Family|Music,Columbia Pictures|Rastar Pictures,6/18/82,99,6.2,1982,112982120.12756102,128932942.626097,True
49483,tt0084438,0.051754999999999995,0,0,Oliver Twist,George C. Scott|Tim Curry|Michael Hordern|Timothy West|Eileen Atkins,,Clive Donner,A Compelling New Version of the Great Victorian Classic,pickpocket|orphan,The classic Dickens tale of an orphan boy who escapes the horrors of the orphanage only to be taken in by a band of thieves and pickpockets.,103,TV Movie|Crime|Drama,Norman Rosemont Productions|Claridge Productions|Grafton Productions,3/23/82,15,6.0,1982,0.0,0.0,True
9313,tt0120744,1.28584599999999,0,0,The Man in the Iron Mask,Leonardo DiCaprio|Jeremy Irons|GÃ©rard Depardieu|Gabriel Byrne|John Malkovich,,Randall Wallace,For the honor of a king. And the destiny of a country. All for one.,france|swordplay|mask|musketeer,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",132,Action|Adventure|Drama,United Artists Corporation,3/12/98,566,6.1,1998,0.0,0.0,True
929,tt0120685,1.170499,130000000,379014294,Godzilla,Matthew Broderick|Jean Reno|Maria Pitillo|Hank Azaria|Kevin Dunn,,Roland Emmerich,Size does matter.,secret|atomic bomb|intelligence|missile|destroy,"When a freighter is viciously attacked in the Pacific Ocean, a team of experts -- including biologist Niko Tatopoulos and scientists Elsie Chapman and Mendel Craven -- concludes that an oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan, destroying everything within its reach. The team chases the monster to Madison Square Garden, where a brutal battle ensues.",139,Science Fiction|Action|Thriller,TriStar Pictures|Centropolis Film Productions|Toho Company|Independent Pictures (II)|Fried Films,5/19/98,582,5.1,1998,173900410.980178,507005703.79971,True
9745,tt0141109,0.988657,27000000,0,Jack Frost,Michael Keaton|Kelly Preston|Mark Addy|Joseph Cross|Henry Rollins,,Troy Miller,Jack Frost is getting a second chance to be the world's coolest dad... if he doesn't melt first.,holiday|loss of lover|christmas party|loss of father|loss,"A father, who can't keep his promises, dies in a car accident. One year later, he returns as a snowman, who has the final chance to put things right with his son before he is gone forever.",101,Comedy|Family|Drama|Fantasy,Warner Bros.|Azoff Entertainment|The Canton Company,12/10/98,145,5.4,1998,36117777.665114,0.0,True
9411,tt0119099,0.7907390000000001,0,25232289,Fallen,Denzel Washington|John Goodman|Donald Sutherland|Embeth Davidtz|James Gandolfini,,Gregory Hoblit,Detective John Hobbes is searching for a criminal he's already met... already caught... and already killed,angel|riddle|detective|bible|police,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.",124,Thriller|Fantasy|Crime|Drama,Atlas Entertainment|Turner Pictures (I),1/16/98,167,6.5,1998,0.0,33753118.6697742,True
4415,tt0119683,0.737255,0,14096321,Les MisÃ©rables,Liam Neeson|Geoffrey Rush|Uma Thurman|Claire Danes|Hans Matheson,,Bille August,The legend comes to life.,falsely accused person|prisoner|blackmail|french revolution|motherly love,"Jean Valjean, a Frenchman imprisoned for stealing bread, must flee a police officer named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",134,Crime|Drama|History|Romance,Columbia Pictures,5/1/98,79,6.7,1998,0.0,18856584.7323732,True
9410,tt0119223,0.607687,25000000,55494066,Great Expectations,Gwyneth Paltrow|Ethan Hawke|Chris Cooper|Anne Bancroft|Robert De Niro,,Alfonso CuarÃ³n,Let desire be your destiny.,artist|artists' life|childhood memory,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",111,Comedy|Drama|Romance,Twentieth Century Fox Film Corporation|Art Linson Productions,1/19/98,74,6.5,1998,33442386.726957396,74234160.6489321,True
26269,tt0119594,0.55599,0,0,Twilight,Paul Newman|Susan Sarandon|Gene Hackman|Reese Witherspoon|Stockard Channing,,Robert Benton,Some people can buy their way out of anything. Except the past.,ex-cop|retired,A retired ex-cop and private detective gets mixed up in murder when he is asked to deliver blackmail money and walks into a 20 year old case involving the mysterious disappearance of an actress' former husband.,94,Drama|Crime|Mystery|Thriller,Paramount Pictures|Scott Rudin Productions|Cinehaus,3/6/98,16,6.6,1998,0.0,0.0,True
9320,tt0118661,0.539133,60000000,48522832,The Avengers,Ralph Fiennes|Uma Thurman|Sean Connery|Patrick Macnee|Jim Broadbent,,Jeremiah S. Chechik,Saving the World in Style.,london|weather manipulation|wretch,"British Ministry agent John Steed, under direction from ""Mother"", investigates a diabolical plot by arch-villain Sir August de Wynter to rule the world with his weather control machine. Steed investigates the beautiful Doctor Mrs. Emma Peel, the only suspect, but simultaneously falls for her and joins forces with her to combat Sir August.",89,Thriller,Jerry Weintraub Productions|Warner Bros.,8/13/98,121,4.6,1998,80261728.1446979,64908772.5132475,True
6058,tt0120786,0.35347399999999896,25000000,0,The Patriot,Steven Seagal|Gailard Sartain|Silas Weir Mitchell|Camilla Belle|Dan Beene,,Dean Semler,A virus deadlier than a nuclear arsenal has fallen into the wrong hands. Only one man can stop it.,,"A deadly virus threatens to wipe out an entire Rocky Mountain town, leaving the town doctor to find some way to escape the soldiers who enforce the town's quarantine and devise an antidote. Matters take a more deadly turn after the physician is captured by a dangerously unstable band of militia extremists.",90,Action|Thriller,Interlight,7/10/98,17,4.1,1998,33442386.726957396,0.0,True
17941,tt0118744,0.266021,0,0,Hush,Jessica Lange|Gwyneth Paltrow|Johnathon Schaech|Nina Foch|Debi Mazar,,Johathan Darby,Don't breathe a word.,horse|farm|fall|borderline personality disorder|suspense,"Jackson and Helen are in love and about to have their first child when they move in with Jackson's mother, Martha, in order to take care of the family estate. But all is not well in this household. Martha is jealous of her son's affection for Helen, and, despite her Southern smile, she's starting to act strangely. As Helen tries to create a happy home life, Martha attempts to divide the family so that Jackson will become hers alone.",95,Drama|Thriller,TriStar Pictures,3/6/98,25,5.8,1998,0.0,0.0,True
21736,tt0120661,0.207668,0,76447420,Everest,Liam Neeson|Ed Viesturs|David Breashears|Tracy Pfau|Lhakpa Dorji,,David Breashears|Stephen Judson|Greg MacGillivray,Towering above everything you have seen before.,climbing|imax|mountain climbing|mountaineering|mount everest,"An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return to Base Camp. It also shows many of the challenges the group faced, including avalanches, lack of oxygen, treacherous ice walls, and a deadly blizzard.",44,Adventure|Documentary,MacGillivray Freeman Films|IMAX|Arcturus Motion Pictures|Polartec,3/6/98,11,6.0,1998,0.0,102263367.356725,True
16129,tt0156729,0.037177999999999996,0,0,Last Night,Don McKellar|Sandra Oh|Roberta Maxwell|Robin Gammell|Sarah Polley,,Don McKellar,It's not the end of the world... there's still six hours left.,y2k|independent film|doomsday,"Various citizens of Toronto anxiously await the end of the world, which is occurring at the stroke of midnight on New Year's Day. While widower Patrick Wheeler braces for his fate, he meets Sandra, the wife of a businessman who is intent on committing suicide. Meanwhile, Patrick's friend Craig decides to have as much sex as he can while there is still time.",95,Drama|Science Fiction,Cineplex,10/23/98,10,6.7,1998,0.0,0.0,True
14372,tt0097737,0.670104,0,15704614,Leviathan,Peter Weller|Richard Crenna|Amanda Pays|Ernie Hudson|Daniel Stern,,George P. Cosmatos,The true meaning of fear,ocean|alcohol|sea|monster|mine,Underwater deep-sea miners encounter a Soviet wreck and bring back a dangerous cargo to their base on the ocean floor with horrifying results. The crew of the mining base must fight to survive against a genetic mutation that hunts them down one by one.,98,Adventure|Horror|Action|Thriller|Science Fiction,Gordon Company|Filmauro|Metro-Goldwyn-Mayer (MGM),3/17/89,43,6.0,1989,0.0,27624179.4994878,True
8867,tt0098141,0.5097510000000001,0,0,The Punisher,"Dolph Lundgren|Louis Gossett, Jr.|Jeroen KrabbÃ©|Kim Miyori|Bryan Marshall",,Mark Goldblatt,,loss of family|vigilante|marvel comic|based on comic book|revenge,"The avenging angel of Marvel Comics fame comes brilliantly to life in this searing action-adventure thriller! Dolph Lundgren stars as Frank Castle, a veteran cop who loses his entire family to a mafia car bomb. Only his ex-partner believes Castle survived the blast to become THE PUNISHER ... a shadowy, invincible fighter against evil who lives for total revenge on his mob enemies.",89,Action|Thriller,New World Pictures,10/5/89,41,5.2,1989,0.0,0.0,True
14550,tt0097235,0.475745,0,0,The Dream Team,Michael Keaton|Christopher Lloyd|Peter Boyle|Stephen Furst|Lorraine Bracco,,Howard Zieff,Four guys on a field trip to reality.,,This morning they were playing ping-pong in the hospital rec room. Now they're lost in New York and framed for murder. This was never covered in group therapy.,113,Comedy,Universal Pictures,4/7/89,20,5.7,1989,0.0,0.0,True
86962,tt0098090,0.396198,0,0,The Phantom of the Opera,Robert Englund|Jill Schoelen|Alex Hyde-White|Bill Nighy|Stephanie Lawrence,,Dwight H. Little,Only love and music are forever.,,A darker version of the classic Gaston Leroux novel. A young soprano becomes the obsession of a horribly disfigured composer who has plans for those oppose himself or the young singer.,93,Drama|Horror|Romance,Columbia Pictures Corporation|Dee Gee Entertainment|Breton Film Productions|21st Century Film Corporation,11/4/89,13,5.5,1989,0.0,0.0,True
17362,tt0097790,0.28310100000000005,0,3960327,Loverboy,Patrick Dempsey|Kirstie Alley|Carrie Fisher|Kate Jackson|Nancy Valen,,Joan Micklin Silver,Randy Bodek has no idea how to treat a woman . . . but he's working on it.,pizza delivery boy|pretending to be gay|Â contractor|marital problem|delivery boy,"Randy Bodek works as a pizza delivery boy at Senor Pizza to make a few extra bucks. Some customers are special, though: When the order is for a pizza with extra anchovies, it means the female customers are looking for some loving. ""Loverboy's"" reputation soon makes him very popular, but when Mom Bodek suddenly feels like some extra anchovies, things are looking grim for young Randy",98,Comedy|Romance,TriStar Pictures|Crescent Film Enterprises,4/28/89,14,6.5,1989,0.0,6966155.54668636,True
16182,tt0098672,0.21707600000000002,0,0,The Woman in Black,Adrian Rawlins|Bernard Hepton|David Daker|Pauline Moran|David Ryall,,Herbert Wise,,based on novel|haunted house|gothic horror|made for television,"When a friendless old widow dies in the seaside town of Crythin, a young solicitor is sent by his firm to settle the estate. The lawyer finds the townspeople reluctant to talk about or go near the woman's dreary home and no one will explain or even acknowledge the menacing woman in black he keeps seeing.",100,Horror|Mystery,Central Films Limited|Granada Television|Capglobe,12/24/89,15,6.6,1989,0.0,0.0,True
10020,tt0101414,3.852269,25000000,377350553,Beauty and the Beast,Paige O'Hara|Robby Benson|Richard White|Jerry Orbach|David Ogden Stiers,http://disney.go.com/disneyvideos/animatedfilms/beauty/?cmp=dcom_VAN_WDSHE_BEA_van_batb__Extl,Gary Trousdale|Kirk Wise,The most beautiful love story ever told.,prince|book|castle|rose|musical,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",84,Romance|Family|Animation|Fantasy|Music,Walt Disney Pictures|Walt Disney Animation Studios|Silver Screen Partners IV,11/12/91,1703,7.3,1991,40027321.0482546,604173269.3066981,True
1089,tt0102685,1.231168,24000000,83531958,Point Break,Patrick Swayze|Keanu Reeves|Gary Busey|Lori Petty|John C. McGinley,,Kathryn Bigelow,Twenty-seven banks in three years. Anything to catch the perfect wave.,surfer|undercover|wave|surfboard|self-destruction,"In the coastal town of Los Angeles, a gang of bank robbers call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. The F.B.I. believes that the members of the gang could be surfers and send young agent Johnny Utah undercover at the beach to mix with the surfers and gather information.",120,Action|Thriller|Crime,Largo Entertainment|JVC Entertainment Networks,7/12/91,468,6.7,1991,38426228.2063245,133742420.02621299,True
20289,tt0102820,0.392169,0,0,Rush,Jason Patric|Jennifer Jason Leigh|Sam Elliott|Max Perlich|Gregg Allman,,Lili Fini Zanuck,How far do they go before they've gone too far?,sex|texas|paranoia|assignment|investigation,"Undercover cop Jim Raynor (Jason Patric) is a seasoned veteran. His partner, Kristen Cates (Jennifer Jason Leigh), is lacking in experience, but he thinks she's tough enough to work his next case with him: a deep cover assignment to bring down the notoriously hard-to-capture drug lord Gaines (Gregg Allman). While their relationship turns romantic during the assignment, they also turn into junkies, and will have to battle their own addictions if they want to bring down Gaines once and for all.",120,Crime|Drama,The Zanuck Company|Metro-Goldwyn-Mayer (MGM),12/22/91,19,7.3,1991,0.0,0.0,True
14904,tt0102721,0.231517,0,524668,Proof,Hugo Weaving|Russell Crowe|GeneviÃ¨ve Picot|Heather Mitchell|Jeffrey Walker,,Jocelyn Moorhouse,"Photographs don't lie, people do.",photographer|independent film|blind|woman director|blind man,The life of a blind photographer who is looked after by a housekeeper is disrupted by the arrival of an agreeable restaurant worker.,86,Drama,The Australian Film Commission|Film Victoria|House & Moorhouse Films,8/15/91,13,5.5,1991,0.0,840042.1791898271,True
8677,tt0094791,0.385293,0,0,The Bourne Identity,Richard Chamberlain|Jaclyn Smith|Anthony Quayle|Donald Moffat|Yorgo Voyagis,,Roger Young,,ambush|identity|amnesia|hitman|mission of murder,"An unconscious man is washed ashore on the beach of a small French village during a heavy storm. A retired doctor takes care of the unconscious stranger. When the mysterious man recovers, he can't remember a thing...he does not know his name, he does not know where his flashback memories come from, and he does not know why the access code for an anonymous Swiss bank account is implanted in his thigh. As he seeks his own identity, things quickly become dangerous. There are attempts to kill him, he is well known in first class hotels across Europe, and worst of all, there are strange similarities between his memories and reported actions of the notorious terrorist, Carlos the Jackal.",180,Action|Drama|Mystery|Thriller,Warner Bros. Television|Alan Shayne Productions,5/8/88,20,6.4,1988,0.0,0.0,True
11054,tt0095270,0.3065,0,0,Hairspray,Sonny Bono|Ruth Brown|Divine|Deborah Harry|Ricki Lake,,John Waters,The world was in a mess... but their hair was perfect!!,baltimore|racial segregation|woman played by man|cross cultural relations|interracial love,"Ample teen Tracy Turnblad wants nothing more than to be on the hip local TV dance program, ""The Corny Collins Show"" -- and when her dream comes true, her lively moves and bubbly personality meet with unexpected popularity. But after witnessing firsthand the terrible state of race relations in 1960s Baltimore, Turnblad becomes an outspoken advocate for desegregation.",92,Drama|Comedy|Music|Romance|Family,New Line Cinema,2/16/88,52,6.2,1988,0.0,0.0,True
24924,tt0093624,0.254085,1200000,3109904,Night of the Demons,Cathy Podewell|Alvin Alexis|Amelia Kinkade|Linnea Quigley|Hal Havins,,Kevin Tenney,"Angela is having a party, Jason and Freddy are too scared to come. But You'll have a hell of a time.",halloween|possession|demon|celebration,"While conducting a seance during a Halloween party, high-school seniors unlock the demon that remains locked in the crematorium.",90,Horror,Republic Pictures|Meridian Productions|Paragon Arts International,10/14/88,30,5.4,1988,2212669.22770837,5734324.06827264,True
201281,tt0094500,0.132436,0,0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Richard Dempsey|Sophie Cook|Jonathan R. Scott|Sophie Wilcox|Barbara Kellerman,,Marilyn Fox,,,"Four kids travel to the magical land of Narnia where they must battle an evil queen with the direction of the Lion, Aslan.",171,Adventure|Family|Fantasy,BBC Films|BBC,11/3/88,18,6.8,1988,0.0,0.0,True
46188,tt0220698,0.001662,0,0,Peter Pan,,,,,,"This animated fairy tale for kids tells the classic story of Peter Pan, the boy who never grew up. Determined never to become an adult, Peter stays forever young in a magical word called Neverland, where he leads a band of mischevious kids called the Lost Boys. Unfortunately, Neverland's chief other inhabitant is a pirate named Captain Hook, who would like nothing more than to put a permanent end to Peter's fun.",52,Action|Adventure|Animation|Family|Fantasy,Burbank Films Australia,1/1/88,28,6.6,1988,0.0,0.0,True
5548,tt0093870,1.503371,13000000,53000000,RoboCop,Peter Weller|Nancy Allen|Ronny Cox|Kurtwood Smith|Miguel Ferrer,,Paul Verhoeven,Part man. Part machine. All cop. The future of law enforcement.,cyborg|crime fighter|dystopia|weapon|detroit,"In a dystopic, future crime-ridden Detroit controlled by a powerful corporation, a terminally wounded cop returns to the force as a company-owned cyborg with submerged memories haunting him.",102,Action|Thriller|Science Fiction,Orion Pictures,7/17/87,834,6.8,1987,24948045.694840398,101711263.217426,True
